HeadX,HeadY,HeadZ,HeadRx,HeadRy,HeadRz,HeadRw,LeftX,LeftY,LeftZ,LeftRx,LeftRy,LeftRz,LeftRw,RightX,RightY,RightZ,RightRx,RightRy,RightRz,RightRw,
0.392,1.57,0.074,-0.021,-0.383,0.007,-0.923,0.12,1.724,0.318,-0.501,0.04,0.352,0.789,0.68,1.663,0.141,-0.536,0.199,-0.052,0.819,
0.393,1.571,0.074,-0.012,-0.391,0.005,-0.92,0.122,1.72,0.328,-0.49,0.019,0.339,0.802,0.69,1.656,0.142,-0.524,0.169,-0.088,0.83,
0.393,1.57,0.073,-0.007,-0.399,0.007,-0.917,0.131,1.716,0.333,-0.496,0.011,0.295,0.817,0.694,1.647,0.142,-0.528,0.149,-0.096,0.831,
0.393,1.569,0.073,-0.006,-0.407,0.008,-0.913,0.144,1.714,0.334,-0.502,0.026,0.242,0.83,0.694,1.637,0.14,-0.539,0.151,-0.08,0.825,
0.393,1.568,0.072,-0.008,-0.416,0.009,-0.909,0.16,1.709,0.33,-0.527,0.059,0.181,0.828,0.695,1.628,0.138,-0.554,0.169,-0.061,0.813,
0.393,1.568,0.072,-0.011,-0.424,0.01,-0.906,0.175,1.703,0.325,-0.559,0.08,0.138,0.814,0.698,1.618,0.136,-0.564,0.196,-0.051,0.801,
0.393,1.568,0.072,-0.012,-0.431,0.012,-0.902,0.187,1.694,0.32,-0.584,0.085,0.114,0.799,0.704,1.606,0.135,-0.566,0.223,-0.052,0.792,
0.393,1.568,0.072,-0.013,-0.438,0.013,-0.899,0.197,1.684,0.318,-0.595,0.089,0.101,0.792,0.711,1.593,0.135,-0.562,0.245,-0.067,0.787,
0.393,1.569,0.072,-0.012,-0.444,0.014,-0.896,0.207,1.674,0.317,-0.594,0.103,0.089,0.793,0.72,1.58,0.137,-0.555,0.244,-0.097,0.789,
0.393,1.569,0.072,-0.009,-0.45,0.015,-0.893,0.215,1.665,0.319,-0.581,0.118,0.081,0.801,0.73,1.567,0.138,-0.547,0.233,-0.136,0.793,
0.393,1.569,0.071,-0.006,-0.456,0.017,-0.89,0.222,1.656,0.322,-0.566,0.129,0.08,0.81,0.74,1.553,0.142,-0.536,0.216,-0.185,0.795,
0.393,1.569,0.071,-0.004,-0.461,0.02,-0.887,0.227,1.646,0.325,-0.554,0.146,0.088,0.815,0.75,1.54,0.146,-0.524,0.212,-0.222,0.795,
0.394,1.568,0.071,-0.003,-0.465,0.022,-0.885,0.233,1.637,0.328,-0.541,0.172,0.098,0.818,0.759,1.526,0.151,-0.511,0.216,-0.25,0.793,
0.394,1.568,0.071,-0.003,-0.468,0.025,-0.883,0.238,1.627,0.331,-0.529,0.191,0.108,0.82,0.768,1.511,0.156,-0.503,0.222,-0.272,0.79,
0.394,1.568,0.07,-0.004,-0.471,0.027,-0.882,0.243,1.616,0.334,-0.521,0.202,0.118,0.821,0.777,1.496,0.16,-0.503,0.227,-0.299,0.779,
0.395,1.568,0.069,-0.004,-0.474,0.029,-0.88,0.249,1.606,0.337,-0.515,0.208,0.124,0.823,0.786,1.481,0.164,-0.505,0.226,-0.334,0.763,
0.396,1.568,0.069,-0.002,-0.478,0.031,-0.878,0.256,1.595,0.34,-0.509,0.212,0.118,0.826,0.796,1.467,0.169,-0.504,0.228,-0.372,0.746,
0.397,1.568,0.068,0,-0.481,0.032,-0.876,0.265,1.585,0.344,-0.499,0.212,0.104,0.834,0.806,1.453,0.175,-0.497,0.232,-0.404,0.732,
0.399,1.568,0.068,0.002,-0.483,0.032,-0.875,0.275,1.576,0.347,-0.488,0.212,0.089,0.842,0.815,1.442,0.185,-0.485,0.241,-0.43,0.723,
0.401,1.568,0.067,0.004,-0.485,0.034,-0.874,0.284,1.567,0.35,-0.479,0.218,0.075,0.847,0.825,1.431,0.194,-0.473,0.243,-0.454,0.715,
0.402,1.567,0.067,0.005,-0.487,0.035,-0.873,0.295,1.558,0.353,-0.469,0.23,0.061,0.851,0.834,1.422,0.205,-0.467,0.236,-0.475,0.707,
0.404,1.567,0.066,0.004,-0.488,0.036,-0.872,0.304,1.549,0.354,-0.458,0.246,0.055,0.852,0.843,1.415,0.216,-0.465,0.225,-0.496,0.698,
0.407,1.567,0.065,0.002,-0.489,0.037,-0.871,0.313,1.542,0.355,-0.449,0.266,0.058,0.851,0.852,1.407,0.227,-0.46,0.219,-0.517,0.688,
0.409,1.567,0.065,0.001,-0.49,0.037,-0.871,0.321,1.535,0.356,-0.44,0.28,0.063,0.851,0.862,1.4,0.238,-0.449,0.218,-0.537,0.68,
0.412,1.567,0.064,0.003,-0.49,0.038,-0.871,0.33,1.528,0.357,-0.432,0.291,0.067,0.851,0.871,1.393,0.249,-0.434,0.226,-0.552,0.675,
0.415,1.567,0.064,0.005,-0.489,0.04,-0.871,0.339,1.522,0.356,-0.425,0.295,0.068,0.853,0.879,1.387,0.259,-0.425,0.233,-0.567,0.666,
0.418,1.566,0.064,0.006,-0.489,0.042,-0.871,0.349,1.516,0.356,-0.42,0.298,0.063,0.855,0.887,1.384,0.269,-0.419,0.24,-0.571,0.664,
0.421,1.566,0.063,0.005,-0.488,0.044,-0.872,0.36,1.51,0.355,-0.416,0.3,0.05,0.857,0.895,1.382,0.278,-0.417,0.246,-0.565,0.668,
0.425,1.565,0.063,0.005,-0.487,0.046,-0.872,0.371,1.504,0.354,-0.413,0.305,0.034,0.858,0.903,1.381,0.287,-0.416,0.25,-0.556,0.675,
0.429,1.565,0.062,0.004,-0.486,0.047,-0.873,0.382,1.498,0.352,-0.408,0.313,0.018,0.857,0.912,1.38,0.295,-0.416,0.248,-0.558,0.674,
0.433,1.564,0.062,0.005,-0.484,0.047,-0.874,0.393,1.493,0.35,-0.404,0.323,0.008,0.856,0.92,1.378,0.303,-0.418,0.233,-0.577,0.662,
0.437,1.564,0.062,0.006,-0.483,0.048,-0.874,0.403,1.487,0.347,-0.398,0.338,0.003,0.853,0.929,1.376,0.311,-0.417,0.218,-0.6,0.647,
0.441,1.563,0.061,0.007,-0.481,0.049,-0.875,0.413,1.482,0.346,-0.388,0.353,0.005,0.851,0.936,1.375,0.319,-0.409,0.222,-0.611,0.64,
0.446,1.563,0.061,0.01,-0.48,0.05,-0.876,0.423,1.478,0.344,-0.376,0.366,0.011,0.851,0.943,1.375,0.325,-0.402,0.243,-0.606,0.642,
0.451,1.562,0.061,0.01,-0.478,0.049,-0.877,0.434,1.473,0.343,-0.364,0.379,0.009,0.851,0.949,1.377,0.33,-0.402,0.262,-0.595,0.645,
0.456,1.561,0.06,0.009,-0.475,0.05,-0.878,0.445,1.468,0.341,-0.356,0.389,0,0.85,0.955,1.378,0.334,-0.411,0.268,-0.591,0.641,
0.461,1.562,0.06,0.007,-0.474,0.052,-0.879,0.457,1.462,0.339,-0.354,0.396,-0.02,0.847,0.961,1.382,0.336,-0.425,0.261,-0.588,0.637,
0.467,1.562,0.059,0.009,-0.473,0.053,-0.88,0.468,1.458,0.337,-0.359,0.398,-0.039,0.843,0.966,1.386,0.339,-0.436,0.251,-0.586,0.636,
0.472,1.561,0.059,0.01,-0.472,0.051,-0.88,0.478,1.453,0.335,-0.367,0.399,-0.049,0.839,0.97,1.391,0.341,-0.445,0.24,-0.578,0.64,
0.477,1.561,0.058,0.007,-0.47,0.051,-0.881,0.488,1.449,0.333,-0.371,0.4,-0.055,0.836,0.974,1.395,0.344,-0.448,0.239,-0.573,0.643,
0.482,1.563,0.058,0.006,-0.467,0.052,-0.883,0.497,1.446,0.332,-0.374,0.4,-0.058,0.835,0.978,1.399,0.348,-0.446,0.243,-0.571,0.645,
0.488,1.564,0.058,0.011,-0.464,0.05,-0.885,0.507,1.442,0.331,-0.367,0.408,-0.064,0.833,0.983,1.402,0.351,-0.445,0.246,-0.571,0.645,
0.494,1.563,0.057,0.016,-0.46,0.05,-0.886,0.516,1.439,0.33,-0.356,0.414,-0.071,0.835,0.987,1.406,0.355,-0.446,0.242,-0.576,0.642,
0.499,1.563,0.056,0.017,-0.458,0.052,-0.887,0.526,1.436,0.33,-0.346,0.419,-0.081,0.835,0.992,1.41,0.358,-0.446,0.24,-0.579,0.638,
0.504,1.563,0.055,0.019,-0.457,0.055,-0.888,0.534,1.433,0.328,-0.342,0.422,-0.09,0.834,0.996,1.414,0.362,-0.446,0.244,-0.579,0.638,
